Question,Answer
"Can you give me some information about ""Conducting Scoping Reviews to Understand the Research Landscape""?",How can we find and synthesize all of the existing research on a topic when there is so much information out there? Scoping reviews are a popular research synthesis method for systematically describing the existing literature on a topic.
"Where can I see the ""LovingKindness Meditation""?","The event is at Interfaith Room, Wellness & Meaning-Making Sui...."
"Is there a specific location to enter for the ""LovingKindness Meditation""?","Yes, it is held at Interfaith Room, Wellness & Meaning-Making Sui...."
"When is the ""LovingKindness Meditation""?","The event will be open on October 21, 2024 at Noon - 1 p.m. Weekly (to Nov 11)."
"Can you give me some information about ""LovingKindness Meditation""?",Loving-kindness is a wholesome inner capacity of the human mind that heals both oneself and others.
"Where can I see the ""Neurospicy — Graduate""?",The event is at Morewood Gardens Group Room.
"Is there a specific location to enter for the ""Neurospicy — Graduate""?","Yes, it is held at Morewood Gardens Group Room."
"When is the ""Neurospicy — Graduate""?","The event will be open on October 21, 2024 at 1 - 2:30 p.m. Weekly (to Dec 13)."
"Can you give me some information about ""Neurospicy — Graduate""?",Neurospicy is a supportive space for students across the neurodiverse umbrella to discuss their experiences traversing neuro-typical and allistic landscapes.
"Where can I see the ""CMU Pantry Hours""?",The event is at CMU Pantry.
"Is there a specific location to enter for the ""CMU Pantry Hours""?","Yes, it is held at CMU Pantry."
"When is the ""CMU Pantry Hours""?","The event will be open on October 21, 2024 at 2 - 5 p.m. Weekly (to Dec 20)."
"Can you give me some information about ""CMU Pantry Hours""?",The CMU Pantry is a free resource that combats food insecurity by providing food assistance to CMU students and their dependents.
"When is the ""PhD Student Support Group""?","The event will be open on October 21, 2024 at 6:30 - 7:30 p.m. Weekly (to Dec 13)."
"Can you give me some information about ""PhD Student Support Group""?","The PhD Support Group offers space to confidentially discuss the stressors and challenges of navigating relationships with advisors and peers, academic milestones, academic hazing, low motivation, struggles with self-confidence, and efforts to lead a more balanced life."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"Where can I see the ""Junior Communications Studio Exhibit""?","The event is at Cohon University Center, Main Hallway."
"Is there a specific location to enter for the ""Junior Communications Studio Exhibit""?","Yes, it is held at Cohon University Center, Main Hallway."
"When is the ""Junior Communications Studio Exhibit""?","The event will be open on Oct. 10 - Nov. 6, 2024 all day."
"Can you give me some information about ""Junior Communications Studio Exhibit""?","Get inspired to vote by attending “Your Vote, Your Future,” an exhibition created by the School of Design’s third-year communication design students that emphasizes the power of voting and civic engagement."
"Where can I see the ""Like, Totally Transformative: CMU in the 1980s""?",The event is at Hunt Library Gallery.
"Is there a specific location to enter for the ""Like, Totally Transformative: CMU in the 1980s""?","Yes, it is held at Hunt Library Gallery."
"When is the ""Like, Totally Transformative: CMU in the 1980s""?","The event will be open on Aug. 30 - Nov. 27, 2024 all day."
"Can you give me some information about ""Like, Totally Transformative: CMU in the 1980s""?","This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!"
"When is the ""Mini-2 Classes Begin""?","The event will be open on October 21, 2024 all day."
"Can you give me some information about ""Mini-2 Classes Begin""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"When is the ""National Disability Employment Awareness Month""?","The event will be open on October 1 - 31, 2024 all day."
"Can you give me some information about ""National Disability Employment Awareness Month""?","Carnegie Mellon University intentionally fosters a community where all voices and views are heard and respected, which includes religious backgrounds and spiritual beliefs."
"When is the ""PA Voter Registration Deadline""?","The event will be open on October 21, 2024 all day."
"Can you give me some information about ""PA Voter Registration Deadline""?",Last chance to register to vote in Pennsylvania!
"When is the ""Sukkot""?","The event will be open on October 16 - 23, 2024 all day."
"Can you give me some information about ""Sukkot""?","  Sometimes called the Feast of Tabernacles, is a seven-day Jewish holiday of thanks for the fall harvest.    Carnegie Mellon University intentionally fosters a community where all voices and views are heard and respected, which includes religious backgrounds and spiritual beliefs. "
"Where can I see the ""17th International Exhibition of Botanical Art & Illustration""?","The event is at Hunt Institute for Botanical Documentation, 5th Fl...."
"Is there a specific location to enter for the ""17th International Exhibition of Botanical Art & Illustration""?","Yes, it is held at Hunt Institute for Botanical Documentation, 5th Fl...."
"When is the ""17th International Exhibition of Botanical Art & Illustration""?","The event will be open on October 22, 2024 at 9 a.m. - 5 p.m. M-F (to Dec 17)."
"Can you give me some information about ""17th International Exhibition of Botanical Art & Illustration""?",This Hunt Institute for Botanical Documentation exhibition includes 43 artworks by 43 artists representing 19 countries.
"Where can I see the ""Research Data Management""?","The event is at Sorrells Library Den, Wean Hall Fourth Floor."
"Is there a specific location to enter for the ""Research Data Management""?","Yes, it is held at Sorrells Library Den, Wean Hall Fourth Floor."
"When is the ""Research Data Management""?","The event will be open on October 22, 2024 at Noon - 1 p.m.."
"Can you give me some information about ""Research Data Management""?","Are you working on a research project that involves data? Do you want to be up to date with the new policies that federal funding (NIH, NSF, etc.) requires on Data Management Plans and Data Sharing?"
"Where can I see the ""Parenthood in Poverty: Sarah Eichmeyer""?",The event is at Porter Hall 223D.
